offset,size,region,name_role,sections,status,pct
0x13bb8,48,код E,**retry-send**: 0x13b60-проверка + задержка 0x1F4; гейт u16@0x30CF,§49,разобран,100%
0x13c5c,18,код E,"**CMD 0x4B**: 0x11d6(&@0x3084, 0x4B); byte@0xCAC=1 (флаг запроса)",§49,разобран,100%
0x13c78,392,код E,,,не начат,0%
0x14368,66,код F,"**инициал @0x30CF**: {+2/+6=0x41000, +0=0} + 0x84a0 retry",§50,разобран,100%
0x147ac,78,код G,**верификация @0x30CF**: 0x82f0(0x40000); CRC-16 → u32@+0xA; 0x84a0 retry,§50,разобран,100%
0x14802,284,код G,,,не начат,0%
0x14924,48,код G,"I2C read с 3 попытками: 0xcee0(8, 0x91B2, 2) → u16@0xF95+0x1E",§49,разобран,100%
0x14958,76,код G,**WWDG mode set**: r4 1..6 → 0xcb10(r4-1) (магическая последовательность с индексом),§50,разобран,100%
0x14ed0,110,код G,state-машина byte@0x31: states 0/1/2 (условия @0x107/@0x80/0x8e14()); счётчик @0x42 (кап 0x32),§50,разобран,100%
0x14f50,1572,код G,,,не начат,0%
0x155ac,64,код G,"I2C read: буфер {u16=0, len=4, addr=0x3E} → 0x1e72; результат → u16@0xF95+0x20",§49,разобран,100%
0x15640,108,код G,"**CRC-7 stream-кодер**: buf[2i]=byte, buf[2i+1]=CRC-7(byte, prev) — для I2C2-транзакций",§50,разобран,100%
0x156ac,92,код G,**EEPROM read+save**: 0xab0c(&buf[0x20]) до 3 раз; buf[0x4D]=bit1(@0xF70+2); CRC-16 → u16@+0x4E; memcpy 0x20; ldm 4×u32 → 0xaccc; вызов из порога #1 (0xf1ec),§50,разобран,100%
0x1570c,72,код G,транзакция + CRC-16 check @0x304C (0x82f0(0x20000); 0x8a50 → u32@+0xC; 0x84a0 retry),§50,разобран,100%
0x15758,48,код G,"I2C-запись: 0x11d6(0x80c, &@0x1FD4); 0x11c8(0x800, &@0x27E0); 0x11c8(0x800, &@0x1FD4); @0x1FD4+0x804 = 0x800",§49,разобран,100%
0x15790,76,код G,**EEPROM-верификация @0xC9C**: 0x82f0(0x30000); CRC-16(4B) → u32@+4; 0x84a0 retry; вызов из 0x3da0,§50,разобран,100%
0x157e0,266,код G,,,не начат,0%
0x158f8,22,код G,I2C-старт: byte@0xB8C=1; 0x15ffc(0xA); byte@0x1FAC+3=1,§49,разобран,100%
0x15918,242,код G,,,не начат,0%
0x15a1c,58,код G,"инициал структуры @0x1FAC (~0x20B, дефолты 0/0xFFFF) + 0x15758 (I2C)",§49,разобран,100%
0x15a60,280,код G,,,не начат,0%
0x15b84,236,код G,,,не начат,0%
0x15c94,66,код G,**копия строки из flash @0x1AA9A**: n = byte@0x1FAC+3; stride ~306B; длина через 0x11ec; return count,§50,разобран,100%
0x15ce0,36,код G,retry-счётчик @0xC84: инкремент до 3; при byte@0x36==1 сброс,§49,разобран,100%
0x15d14,216,код G,,,не начат,0%
0x15df4,242,код G,,,не начат,0%
0x15f00,116,код G,"**I2C state-машина byte@0x1FAC+3**: states → 7/2/3/1 (проверки @0x1F10+1, u16@+0xC/+8, i16 /16)",§50,разобран,100%
0x15ffc,56,код G,установка указателя @0xC80; при byte@0xB8C==1: сброс/декремент счётчика + 0x15a1c,§49,разобран,100%
0x16040,252,код G,,,не начат,0%
0x16176,40,код G,бинарный поиск по i16-массиву (возврат индекса/0xFFFF),§49,разобран,100%
0x1619e,40,код G,бинарный поиск по u32-массиву,§49,разобран,100%
0x161ea,56,код G,u32 udiv (вариант с циклической коррекцией),§49,разобран,100%
0x16222,68,код G,signed div (udiv + коррекция + восстановление знака),§50,разобран,100%
0x16288,24,код G,signed-подготовка к делению (знак → 0x80000000),§49,разобран,100%
0x162ce,24,код G,signed-подготовка к делению (вариант),§49,разобран,100%
0x16328,24,код G,signed-подготовка к делению (вариант),§49,разобран,100%
0x163b4,76,код G,"GPIOA → RCC BDCR |= 4 (0xc6a4(4, 1))",§50,разобран,100%
0x16410,94,код G,**checksum + divisibility**: sum(r1 байт) + r5 + (r3%4==0 && (r3%100==0 || r3%400==0)); вызов из 0x1647c,§50,разобран,100%
0x1647c,86,код G,"**табличный offset**: r4 ∈ [0xBB8, 0x7D0) → условие; иначе r5 ∈ [1,0xC], r6 ∈ [1,0x1F], r7 ≤ 0x17 → 0x16410 + (res-1)*24 + r7",§50,разобран,100%
0x16588,558,код G,,,не начат,0%
0x167b6,202,код G,,,не начат,0%
0x16880,184,код G,,,не начат,0%
0x16938,184,код G,,,не начат,0%
0x169f0,178,код G,,,не начат,0%
0x16aa2,128,код G,**u16-табличная интерполяция**: bsearch + lerp × 0x10000 >> 16 → i16,§50,разобран,100%
0x16b22,178,код G,,,не начат,0%
0x16bd4,442,код G,,,не начат,0%
0x16d8e,436,код G,,,не начат,0%
0x16f42,156,код G,,,не начат,0%
0x16fde,156,код G,,,не начат,0%
0x17094,76,код G,"signed clamp: 0x17170(r0, r1) → насыщение [-0x80000000, ...] со спец-случаями (-1, 0); вызов из мотор-региона 0x69e4/0xe808",§50,разобран,100%
0x170e0,76,код G,"signed clamp #2: 0x17214(r0, r1) → насыщение; вызов из 0xee48",§50,разобран,100%
0x1712c,36,код G,"**фиксированное умножение**: P = r0*r1 (через 0x172b8); return низкие 32 бита (P >> n), n = r2; эмуляторно подтверждено (§50.7); прямых callers нет",§49/§50.6/§50.7,разобран,100%
0x17150,32,код G,**проверка произведения**: P = r0*r1 (через 0x172b8); return (P_hi==0) ? P_lo : -1 («умещается ли в 32 бита»); эмуляторно подтверждено (§50.7); прямых callers нет,§49/§50.6/§50.7,разобран,100%
0x17170,164,код G,,,не начат,0%
0x17214,164,код G,,,не начат,0%
0x172b8,78,код G,"**u32×u32 → u64 умножение** (школьное, 16-битные половины + переносы): **[r2]=HIGH, [r3]=LOW** (указатели «перепутаны» относительно привычного порядка!); вызов из 0x1712c/0x17150; эмуляторно подтверждено (§50.7)",§50/§50.6/§50.7,разобран,100%
0x17306,100,код G,**i16-табличная интерполяция**: bsearch 0x16176 + lerp × 0x10000 >> 16; вызов из 0xe2fc,§50,разобран,100%
0x1736a,96,код G,**u32-табличная интерполяция**: bsearch 0x1619e + lerp / 0x10; вызов из 0xe2fc,§50,разобран,100%
0x173cc,294,код G,,,не начат,0%
0x17736,108,код G,"**артефакт**: push + u16-таблица данных (hi^lo=0xC0, 0x40 записей) — регион гигантской функции 0x17xxx (§48.5)",§50,ID,25%
0x177d6,8,код G,cold-tail гигантской функции региона 0x17xxx (b #0x173bc); артефакт детекции,§48,ID,25%
0x178c4,12,код G,"dead-фрагмент: после strh — НЕВАЛИДНАЯ инструкция 0x6EF5 (Unicorn: UC_ERR_INSN_INVALID); перед ним u16-таблица @0x177DE; дыра 0x177DE..0x19A1C = одна гигантская функция, пропущенная каноническим детектором",§48,ID,25%
0x19a1c,76,код I,**u64 sdiv**: знаковое деление 64-бит (знаки + 0x199bc unsigned + восстановление),§50,разобран,100%
0x19a68,36,код I,memcpy (байтовый цикл),§49,разобран,100%
0x19a8c,14,код I,"memset (байты r2, count r1)",§49,разобран,100%
0x19a9e,18,код I,memset (перестановка аргументов → 0x19a8c),§49,разобран,100%
0x19ab0,162,код I,,,не начат,0%
0x19b64,120,код I,signed fixed-point умножение/нормализация (i16),§50,разобран,100%
0x19bdc,124,код I,signed алгоритм (евклидов-подобный цикл) + 0x1a0e8,§50,разобран,100%
0x19c58,328,код I,,,не начат,0%
0x19dbc,202,код I,,,не начат,0%
0x19e8c,234,код I,,,не начат,0%
0x19f7c,44,код I,сравнение u64 (r0:r1) с r2 со знаком (udiv-подобная подготовка),§49,разобран,100%
0x19fae,16,код I,"(r0+r1) → 0x1a0f8(_, 0, 0x96) — масштабирование с deadband",§49,разобран,100%
0x19fbe,14,код I,"0x1a0f8(0, 1, 0x96) — масштабирование с deadband (инверсия)",§49,разобран,100%
0x19fcc,34,код I,"abs(r0) → lookup 0x1a184(0, sign, 0x433)",§49,разобран,100%
0x19ff4,24,код I,"lookup 0x1a184(0, 0, 0x433) — калибровочная таблица",§49,разобран,100%
0x1a010,50,код I,**масштабирование с deadband**: |v|<0x7f → 0; [0x7f..0x96] → линейное; иначе (v-0x96)<<1; знак сохраняется; вызов из 0x1D898 (§22),§49,разобран,100%
0x1a052,36,код I,"**u64 масштаб 2^(n-0x433)**, n = r2>>21 (твин 0x123e): n < r3 → 0; [r3..0x433] → u64lsr({r1:r0}, 0x433-n) через 0x1a0a0; > 0x433 → {r1, r0 << (n-0x433)}; пул: 0x3FF+0x34=0x433, -0x433",§49/§50.6,разобран,100%
0x1a080,32,код I,**u64 LSL**: (r1:r0) << r2 — логический сдвиг влево (количество в r2),§49/§50.6,разобран,100%
0x1a0a0,34,код I,**u64 LSR**: (r1:r0) >> r2 — копия 0x126c (другая точка кода),§49/§50.6,разобран,100%
0x1a0c2,38,код I,**u64 ASR**: (r1:r0) >>s r2 — арифметический сдвиг с расширением знака,§49/§50.6,разобран,100%
0x1a16a,26,код I,u64 sub (r0:r1 - r2:r3),§49,разобран,100%
0x1a184,164,код I,,,не начат,0%
0x1a24c,86,код I,"**RLE-декодер #2**: тот же алгоритм, что 0x152a (другая аллокация регистров)",§50,разобран,100%
0x1a2a4,90,код I,"**timer IRQ handler @0x40012C00**: если bit31(+0x1C): [0x40012C54]&=~0x8000; byte@0x218=0; [+0x20]|=0x80; byte@0x245/0x246; byte@0x102 ∈ {0,2} → bit в @0x247 + u16@0x21E |= 0x100/0x200",§50,разобран,100%
0x1a31c,522,код I,ADC1: стейт-машина выборки (системный тик ~1 кГц),"§22, §40",разобран,100%
0x1a5c4,12,код I,ADC1+0x18 |= 8 (bit3; caller — ADC-таск 0x1A31C),§48,разобран,100%
0x1a5d4,12,код I,ADC1+0x18 |= 0x20 (bit5; caller — DMA+ADC 0x1E298),§48,разобран,100%
0x1a5e6,12,код I,"«own»: трамплин к S-box-блоку 0x1a7ac (реальный старт 0x1a5e4 `mov r2,r1` — без пролога, артефакт детекции; bl из 0x21c64)","§36.3, §37",разобран,100%
0x1a5f2,8,код I,«own»: трамплин bl 0x1bfa0 (из 0x1a628),"§27.2, §37",разобран,100%
0x1a5fa,46,код I,"«own»: XOR двух 16-Б блоков (round, вызов из 0x1a7ac; callers=3)",§37,разобран,100%
0x1a628,12,код I,трамплин к шифру: ldr r0=&0x16aa; bl 0x1bfa0,§27.2,разобран,100%
0x1a638,66,код I,**float-lookup #1**: таблица @0x734 (0x35 записей); интерполяция 0x1de5e; clamp ≤ -0.000931; default 125.0; вызов из 0x1D898 (§22),§50,разобран,100%
0x1a688,266,код I,,,не начат,0%
0x1a7ac,136,код I,"«own»: S-box-подстановка + перестановка (16 Б, 10 раундов)",§37,разобран,100%
0x1a838,32,код I,"**CRC-32** (полином 0x04C11DB7, MSB-first); вызов из агрегатора 0x1F71C",§49,разобран,100%
0x1a894,140,код I,,,не начат,0%
0x1a938,3296,код I,батарейные пороги (clamp 10..100),§22,частично,50%
0x1b67c,1174,код I,флаги/статус: перегрев ≥46°C → флаг @0x318,§22,разобран,100%
0x1bb1c,562,код I,батарейный замер №2 (struct @0x154),§25.4,разобран,100%
0x1bd88,118,код I,**quadrant-классификатор**: [0x40012C40+0x14]<<16 sign; линейная комбинация с flash 0x3CE4/0x2328 → код квадранта 1..6 → u16@r0+2; [0x40012C00+0x30] &= 0xDFFF; u16@0x386/0x384/0x382 → +4/+8/+0xC,§50,разобран,100%
0x1be1c,174,код I,,,не начат,0%
0x1bedc,66,код I,GPIO init @0x48000400: zero-буфер; 0x22000(пины 0x40/0x80/0xFF); byte@r4+0x14=7,§50,разобран,100%
0x1bf48,78,код I,МОТОР-ИНИТ: bl 0x1d640/0x1c0b0/0x1c1ac/0x1bedc,§39,частично,50%
0x1bfa0,150,код I,"табличный шифр (&table @0x16aa, src)",§27.2,разобран,100%
0x1c0b0,238,код I,инициализация сенсоров ADC1,§40,ID,25%
0x1c1ac,106,код I,"**DMA1 ch9 init**: DMA1+4=1; poll [base+0xFF] == 0x40012450 и == u32@0x1692; 0x2359c(DMA1, 0x5D000041); +0x28/+0x14=1, +0x70=0x19, +0x50|=1; [0x40020100+8]|=1; **NVIC ISER[0] |= 1<<9**",§50,разобран,100%
0x1c234,228,код I,,,не начат,0%
0x1c34c,1244,код I,,,не начат,0%
0x1c838,1466,код I,калибровка/секвенсор: @0xF400/+4 → @0x1e8/@0x1ec,§25,разобран,100%
0x1ce38,522,код I,,,не начат,0%
0x1d078,610,код I,state-машина режимов (byte@0x229: 2/3/0x0B) — адрес приблизительный,§34.2,частично,50%
0x1d330,142,код I,,,не начат,0%
0x1d3d0,588,код I,хвост ADC ISR: → TX → SWSTART,§22.6,разобран,100%
0x1d640,348,код I,,,не начат,0%
0x1d7ac,102,код I,"**векторная операция**: 0x1e410(r1) → {i16,i16} из таблицы @0xA6C6; 2D-интерполяция/поворот с u16-парой из @0x10C (делитель 2^15)",§50,разобран,100%
0x1d818,86,код I,"**2D fixed-point rotate/dot**: out[0] = (b*a' - a*b') >> 15, out[1] = (a*a' + b*b') >> 15; {a,b} из r4+4/+6, {a',b'} из @0x10C; вызов из мотор-региона 0x1a938",§50,разобран,100%
0x1d874,26,код I,lookup через 0x19994(0xBB80): результат → u16@0xF95+2/4,§49,разобран,100%
0x1d898,1254,код I,батарея/запас хода/температура (0x306/0x30c/0x30e),§22,разобран,100%
0x1dd8c,128,код I,«own»: вспомогательный round (bl из 0x1a814),§37,частично,50%
0x1de0c,66,код I,**float-lookup #2**: таблица @0x610 (0x2D записей); clamp ≤ -0.000763; default 250.0,§50,разобран,100%
0x1de5e,70,код I,**интерполяция core**: 0x19968 + abs-lookup 0x19fbe ×3 + 0x19fa8/0x19b62/0x19ab0/0x19b5a/0x19bdc (fixed-point lerp pipeline),§50,разобран,100%
0x1dea4,186,код I,,,не начат,0%
0x1df84,66,код I,**float-lookup #3**: таблица @0x50C (0x29 записей); clamp ≤ -0.000763; default 100.0,§50,разобран,100%
0x1dfd8,344,код I,периодический таск: флаги → счётчик → сборщик 'a'-кадров 0x211f8,§47,частично,50%
0x1e1a0,200,код I,,,не начат,0%
0x1e298,34,код I,DMA+ADC (вызов из 0x1a31c),§40,частично,50%
0x1e2ca,36,код I,"SysTick init: RVR=r0-1, CVR=0, CTRL=7",§49,разобран,100%
0x1e2f8,164,код I,RCC+GPIOC AF-конфиг (MODER=0x044AA200),§39,частично,50%
0x1e3a4,50,код I,"**программный сброс**: конфиг RCC+0x40, dsb, SCB_AIRCR = 0x5FA0004 (SYSRESETREQ+VECTKEY), цикл",§49,разобран,100%
0x1e410,106,код I,"**табличная декодировка @0xA6C6**: индекс по bits[27:24] (4 ветви) → {i16, i16} со знаковыми инверсиями",§50,разобран,100%
0x1e480,180,код I,"ISR USART3 (линк к BLE-чипу): статус, сброс PE/FE/ORE",§6.5,разобран,100%
0x1e658,218,код I,,,не начат,0%
0x1e9e0,1914,код I,RX-парсер протокола USART3,§6.5,частично,50%
0x1f1c0,6,код I,setter USART3+4 (вызов из TX-кольца 0x1F600),§48,разобран,100%
0x1f1cc,114,код I,MCU→BLE: сборщик запросов `63 CMD` (шаблон кадра),§32,разобран,100%
0x1f600,156,код I,RX USART3: кольцо + диспетчер по таблице дескрипторов,§6.7,разобран,100%
0x1f6b4,94,код I,TX: сборка дескриптора [type=2][len][data],§6.5,разобран,100%
0x1f71c,6860,код I,агрегатор: 24-состоянная машина (jump-table по CTX[0x10]),§22.5,разобран,100%
0x211ec,6,код I,setter UART4+4 (вызов из TX-кольца 0x216E4),§48,разобран,100%
0x211f8,1246,код I,сборщик кадров 'a'/'a1' в TX-кольцо @0x10b5 (state byte@0x18A: 0→1→2→0; рейт-лимиты 1920/3200 тиков),§47,разобран,100%
0x216e4,256,код I,TX-кольцо @0x10b5 отправитель (UART4),§28.3,разобран,100%
0x21804,96,код I,"**UART4 init** (MCU→BLE): GPIO @0x48000800 (пины 0x400/0x800); UART4(0x40004C00): struct {base, 0x4B00, 0} → 0x23188; 0x21bc8(0x1E, 2); 0x21b6c(0x1E); +0x2C |= 0x400",§50,разобран,100%
0x2186c,370,код I,,,не начат,0%
0x21a08,240,код I,NVRAM-save таск (гейт byte@0x170==1 + бит31 common+0x14),§25,разобран,100%
0x21b84,60,код I,NVIC/SCB: поле [7:6] байта (r0>>2): r0≥0 → 0xE000E400+(r0&~3); r0<0 → 0xE000ED00+off(r0&0xF)+0x1C; reg=(v&~(0xFF<<(8*(r0&3))))|((r1&3)<<(6+8*(r0&3))),§49/§50.7.3,разобран,100%
0x21c0c,6,код I,"getter u32@RAM[0x2C] (пул=0x20000028 + 4; фиксированный адрес, НЕ двойная индирекция; §50.7)",§48/§50.7,разобран,100%
0x21c18,34,код I,"NVIC-приоритеты: *(u32@RAM[0x4]) vs flash 0x2710; 0x19968/0x1e2c8; r4!=3 → 0x21b84(~0, r4)",§49,разобран,100%
0x21c64,12,код I,«own»: входной шифр/проверка кадра (initiator BLE),"§36.3, §37",разобран,100%
0x21ca8,364,код I,инициализация сенсоров ADC1,§40,ID,25%
0x21e18,412,код I,,,не начат,0%
0x22000,406,код I,,,не начат,0%
0x221a4,66,код I,критсекция + атомарный u32-инкремент с валидацией (0x23688/0x235d4),§50,разобран,100%
0x221e6,78,код I,критсекция + insert в список (0x2360c); только если r4>>30==0,§50,разобран,100%
0x22234,58,код I,TIM-инициал: toggle RCC_CTLR bit0x10 с задержками 0x22a0c,§49,разобран,100%
0x22274,790,код I,,,не начат,0%
0x225c4,18,код I,set/clear битов RCC_CTLR (+0x0),§49,разобран,100%
0x225dc,18,код I,set/clear битов RCC+0x60 (расширенный регистр),§49,разобран,100%
0x225f4,556,код I,,,не начат,0%
0x22824,240,код I,,,не начат,0%
0x22934,76,код I,**SysTick init из struct**: r5 = u32@r4[0] (÷8 если byte@+8==0); lookup 0x19968 ×3 (0x3E8/0x2710/0x186A0) → @0x1C; SysTick LOAD/VAL/CTRL из r4 (CTRL = (byte@+8)<<2 | byte@+9),§50,разобран,100%
0x229d4,44,код I,busy-delay: порог = 0x1000000 - *(u32@RAM[0x24])*N; ждём rotl8(CVR)<порога; CVR := 0xFFFFFF,§49/§50.7.3,разобран,100%
0x22a0c,48,код I,busy-delay: порог = 0x1000000 - *(u32@RAM[0x10])*N; ждём rotl8(CVR)<порога; CVR |= 0xFFFFFF,§49/§50.7.3,разобран,100%
0x22a48,148,код I,"блок TIM1+TIM3+TIM4 (HAL-функции, регистры +0x10)","§39.1, §41",разобран,100%
0x22b7c,212,код I,,,не начат,0%
0x22c70,168,код I,,,не начат,0%
0x22d2c,204,код I,HAL timer (доказательство раскладки +0x10),§39.1,разобран,100%
0x22e0c,186,код I,,,не начат,0%
0x22edc,188,код I,,,не начат,0%
0x22fac,126,код I,"**timer channel config**: struct +0x30/+0x2C (CCR-like): clear [15:12]/[19:16]/[11:8] + set из byte@r1; базы {0x40012C00, 0x40014000, 0x40014400, 0x40014800, 0x40014C00}; +4 [17:16]=byte@r1+0xB; +0x50=u32@r1+4 — **кластер из 5 таймер-блоков**",§50,разобран,100%
0x23040,296,код I,,,не начат,0%
0x23188,372,код I,"HAL_UART_Transmit (валидация порта/длины, assert)",§6.5,разобран,100%
0x23374,262,код I,3-проводная шина режима (byte@0x26b ? bl 0x23374 : 0),§40.7,частично,50%
0x23544,80,код I,критсекция-условие + бит-операция (r4>>27),§50,разобран,100%
0x2360c,94,код I,FLASH program: проверка ADDR bit31; копирование u32-пар (tst) в страницу; старт записи,§50,разобран,100%
0x244d2,262,код J,,,не начат,0%
